"Child_ID","Region","Urbanicity","Gender","C1_Reading","C1_Math","C2_Reading","C2_Math","C4_Reading","C4_Math","C5_Reading","C5_Math","C6_Reading","C6_Math","C7_Reading","C7_Math","P2_Family_Type","WK_Income","Parent_Education","Non_Home_English_Speaker","Full_Time_Program"
"0021002C",1,3,1,34,25,41,33,76,64,164,99,177,125,196,141,1,35000,0,1,0
"0022001C",1,3,0,26,19,29,21,66,44,108,74,NA,NA,NA,NA,1,30000,1,0,0
"0022002C",1,3,0,33,25,48,32,75,50,118,76,152,101,170,123,1,150000,1,0,0
"0022003C",1,3,1,25,19,38,28,67,41,127,66,149,101,152,140,1,54000,1,0,0
"0022004C",1,3,1,29,18,31,21,41,31,NA,58,NA,NA,NA,NA,NA,NA,NA,0,0
"0022005C",1,3,1,32,26,42,29,74,48,149,102,181,137,NA,NA,1,150000,2,0,0
"0022006C",1,3,0,34,26,44,31,60,51,128,99,128,145,132,134,NA,50000,0,0,0
"0022007C",1,3,0,35,22,36,24,60,41,80,54,89,81,NA,106,1,12000,0,0,0
"0022008C",1,3,1,34,27,49,37,67,63,126,102,148,140,133,139,NA,35000,0,0,0
"0022009C",1,3,0,28,18,41,29,93,53,165,89,197,133,195,145,1,29000,1,0,0
"0022010C",1,3,1,24,16,40,19,53,36,110,73,NA,NA,NA,NA,1,39000,2,0,NA
"0022011C",1,3,1,35,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54000,1,NA,NA
"0022012C",1,3,0,24,16,34,20,53,28,70,70,106,80,106,94,1,30000,1,0,0
"0022013C",1,3,1,28,16,48,38,91,55,163,118,184,138,201,156,1,82000,1,0,0
"0022014C",1,3,0,32,21,48,26,70,48,151,100,184,132,196,157,1,29000,1,0,0
"0022015C",1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8000,0,NA,0
"0022016C",1,3,1,33,22,40,26,65,40,90,64,127,105,101,128,1,80000,1,0,0
"0022017C",1,3,1,25,15,46,29,55,45,130,81,166,119,172,136,1,50000,0,0,0
"0022018C",1,3,0,34,29,51,35,106,70,142,121,182,140,195,160,1,23000,1,0,0
"0022019C",1,3,1,31,21,42,33,76,51,150,108,171,129,191,152,3,35000,1,0,0
"0022020C",1,3,0,31,21,45,21,77,40,126,56,147,64,145,97,1,24000,0,0,0
"0022021C",1,3,0,37,32,51,36,NA,NA,NA,NA,NA,NA,NA,NA,2,68000,1,0,0
"0022022C",1,3,1,32,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"0022023C",1,3,1,34,26,47,39,70,58,138,123,166,141,185,147,3,17000,1,0,0
"0022024C",1,3,0,29,28,47,40,56,54,110,110,182,142,187,158,1,70000,2,0,0
"0022025C",1,3,1,39,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"0023001C",1,3,0,25,19,36,29,65,48,148,111,181,126,NA,NA,1,20000,0,0,0
"0023002C",1,3,0,27,12,NA,NA,NA,NA,NA,72,122,89,182,104,NA,NA,NA,NA,NA
"0023003C",1,3,0,36,28,52,42,103,53,132,114,NA,NA,NA,NA,1,50000,1,0,0
"0023004C",1,3,1,29,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,110000,0,NA,NA
"0023005C",1,3,1,37,28,49,42,89,66,140,96,150,129,181,142,3,10000,1,0,0
"0023006C",1,3,0,28,16,34,15,50,30,85,59,114,58,NA,NA,1,40000,0,0,0
"0023007C",1,3,0,29,20,39,27,72,48,108,89,136,104,NA,NA,1,350000,0,0,0
"0023008C",1,3,1,28,20,32,24,NA,NA,NA,NA,NA,NA,NA,NA,2,34000,0,0,0
"0023009C",1,3,0,31,23,32,24,65,44,NA,NA,126,89,NA,NA,2,60000,1,0,0
"0023010C",1,3,0,27,19,38,25,58,43,96,84,NA,NA,NA,NA,3,27500,1,0,0
"0023011C",1,3,1,31,29,46,37,67,60,123,104,128,132,163,140,1,35000,1,0,0
"0023012C",1,3,0,32,33,52,42,66,68,154,114,166,130,176,156,1,65000,1,0,0
"0023013C",1,3,1,33,25,48,32,68,52,131,83,144,116,NA,NA,NA,58000,0,0,0
"0023014C",1,3,1,26,18,41,23,NA,NA,NA,NA,NA,NA,NA,NA,1,68000,1,0,0
"0023015C",1,3,0,34,32,45,45,66,97,131,133,168,155,170,168,1,56000,1,0,0
"0023016C",1,3,1,39,29,55,45,104,74,173,120,164,144,198,168,1,58000,1,0,0
"0023017C",1,3,1,40,26,54,42,76,73,169,129,181,157,197,168,1,32000,1,0,0
"0023018C",1,3,0,34,32,50,40,92,98,167,138,189,157,201,171,1,70000,1,0,0
"0023019C",1,3,1,52,30,108,39,127,63,167,105,170,147,192,157,1,36000,0,0,0
"0023020C",1,3,0,32,23,41,30,52,60,125,82,149,127,173,154,1,45000,1,0,0
"0023021C",1,3,1,29,22,45,35,85,66,119,89,152,132,178,154,1,37500,0,0,0
"0023022C",1,3,1,38,29,47,44,66,64,111,111,123,139,NA,NA,3,30000,1,0,0
"0023023C",1,3,1,29,31,40,33,59,70,137,103,166,119,NA,NA,NA,NA,NA,0,0
"0023024C",1,3,1,NA,NA,27,18,48,29,77,51,88,55,155,89,3,12000,0,0,0
"0023025C",1,3,0,22,13,NA,NA,NA,NA,62,77,93,113,130,137,NA,NA,NA,NA,NA
"0023026C",1,3,0,32,22,37,26,NA,NA,NA,NA,NA,NA,NA,NA,1,68000,1,0,0
"0024001C",1,3,1,NA,NA,54,49,103,68,160,108,NA,NA,NA,NA,2,50000,1,0,1
"0024002C",1,3,0,NA,NA,59,56,126,76,134,104,NA,NA,NA,NA,1,45000,1,0,1
"0024003C",1,3,1,NA,NA,66,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0024004C",1,3,0,NA,NA,51,41,114,62,165,132,151,146,190,166,1,90000,2,0,1
"0024005C",1,3,0,NA,NA,84,66,107,65,183,135,198,167,207,166,1,1e+05,2,0,1
"0024006C",1,3,0,NA,NA,46,42,NA,NA,NA,NA,NA,NA,NA,NA,1,50000,2,0,1
"0024007C",1,3,0,NA,NA,90,55,125,70,164,113,181,144,196,168,1,180000,2,0,1
"0024009C",1,3,0,NA,NA,49,38,89,52,NA,NA,NA,NA,NA,NA,1,46000,1,0,1
"0024010C",1,3,0,NA,NA,52,41,67,62,NA,NA,NA,NA,NA,NA,2,50000,1,0,1
"0024011C",1,3,1,NA,NA,46,44,64,64,128,94,NA,NA,NA,NA,NA,NA,NA,0,1
"0024013C",1,3,0,NA,NA,55,30,75,49,NA,NA,NA,NA,NA,NA,1,999000,1,0,1
"0024014C",1,3,1,NA,NA,48,43,77,57,NA,NA,NA,NA,199,154,1,29000,1,0,1
"0024015C",1,3,0,NA,NA,51,35,NA,NA,NA,NA,NA,NA,NA,NA,1,75000,1,0,1
"0024016C",1,3,1,NA,NA,61,52,77,57,166,92,NA,NA,NA,NA,1,70000,2,0,1
"0024017C",1,3,1,NA,NA,49,31,65,50,NA,NA,NA,NA,NA,NA,1,75000,1,0,1
"0024018C",1,3,1,NA,NA,93,43,108,84,163,130,NA,NA,NA,NA,2,80000,2,0,1
"0024019C",1,3,0,NA,NA,52,55,72,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0024020C",1,3,NA,NA,NA,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0025001C",1,3,0,33,34,62,46,131,96,169,127,182,156,206,169,1,70000,2,1,0
"0025002C",1,3,0,23,20,51,30,75,52,NA,NA,NA,NA,NA,NA,NA,10000,0,0,0
"0025003C",1,3,1,40,32,60,46,100,37,166,123,164,119,186,157,3,24000,1,0,0
"0025004C",1,3,0,34,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30000,0,NA,0
"0025005C",1,3,1,42,26,63,46,91,67,128,115,165,142,163,152,1,70000,1,0,0
"0025006C",1,3,0,24,11,39,NA,37,26,NA,NA,88,60,91,96,3,14000,0,0,0
"0025007C",1,3,0,27,13,42,22,47,28,87,63,NA,NA,NA,NA,1,25000,1,0,0
"0025009C",1,3,1,28,21,35,29,67,47,96,80,NA,NA,NA,NA,1,18000,1,0,0
"0025011C",1,3,1,27,20,49,24,61,71,109,105,126,118,NA,NA,1,50000,0,0,0
"0025012C",1,3,0,32,20,37,27,NA,NA,NA,NA,NA,NA,NA,NA,4,7000,0,0,0
"0025013C",1,3,0,31,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,1,NA,NA
"0025014C",1,3,1,37,27,62,36,117,60,146,74,189,100,190,121,1,10000,1,0,0
"0025015C",1,3,0,45,27,50,48,NA,NA,NA,NA,NA,NA,NA,NA,3,25000,1,0,0
"0025016C",1,3,1,36,36,61,42,93,54,167,101,182,139,202,146,1,5000,0,0,0
"0025017C",1,3,0,27,14,35,21,43,30,NA,NA,NA,NA,NA,NA,3,15000,0,0,0
"0025018C",1,3,1,31,19,46,37,76,61,114,91,165,116,166,143,2,57000,1,0,0
"0025019C",1,3,1,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3000,0,NA,NA
"0025020C",1,3,1,35,23,49,31,87,38,146,63,175,72,196,121,1,55000,1,0,0
"0025021C",1,3,0,34,21,49,30,88,86,146,91,164,131,181,141,1,46000,0,0,0
"0025022C",1,3,0,25,18,51,28,76,55,126,84,127,106,NA,NA,1,1500,1,0,0
"0025023C",1,3,0,43,26,51,41,76,58,125,103,NA,NA,NA,NA,3,7000,0,0,0
"0025024C",1,3,1,22,14,40,19,51,38,70,45,79,77,91,95,1,7900,0,0,0
"0026001C",1,3,0,31,19,28,23,43,50,NA,104,85,104,126,141,3,42000,1,0,0
"0026002C",1,3,0,27,17,31,30,50,43,99,89,NA,NA,130,110,1,36000,0,0,0
"0026003C",1,3,1,38,31,51,40,NA,NA,NA,NA,NA,NA,NA,NA,1,28500,1,0,0
"0026004C",1,3,0,31,31,40,48,63,37,NA,NA,NA,NA,NA,NA,NA,17000,1,0,0
"0026005C",1,3,0,57,44,112,75,154,103,192,154,199,161,205,168,1,45000,1,0,0
"0026006C",1,3,0,36,25,40,36,74,54,126,106,146,129,184,131,1,23000,0,0,0
"0026007C",1,3,0,33,20,38,30,56,44,94,77,127,118,159,149,1,35000,1,0,0
"0026008C",1,3,1,47,30,48,45,62,60,147,117,NA,NA,NA,NA,2,55000,2,0,0
"0026009C",1,3,0,35,45,53,48,NA,NA,NA,NA,NA,NA,NA,NA,1,75000,1,0,0
"0026010C",1,3,0,37,33,38,37,67,37,127,112,171,135,200,156,3,54000,1,0,0
"0026011C",1,3,1,44,33,51,38,117,92,178,122,193,156,206,168,2,65000,2,0,0
"0026012C",1,3,1,34,23,38,30,66,77,NA,NA,NA,NA,NA,NA,1,60000,2,0,0
"0026013C",1,3,1,30,19,31,24,54,62,NA,NA,NA,NA,NA,NA,1,1e+05,1,0,0
"0026014C",1,3,1,31,23,46,34,114,64,148,99,158,124,199,137,1,45000,1,0,0
"0026015C",1,3,0,41,26,43,37,65,50,126,87,158,102,170,133,2,55000,0,0,0
"0028001C",1,3,1,34,21,47,32,43,44,106,84,NA,NA,NA,NA,1,70000,1,0,1
"0028002C",1,3,1,50,41,65,53,127,105,149,119,181,151,204,163,1,70000,2,0,1
"0028003C",1,3,0,32,25,47,39,108,60,115,116,152,142,191,153,1,47000,1,0,1
"0028004C",1,3,0,36,27,56,37,83,61,170,104,NA,NA,NA,NA,1,75000,1,0,1
"0028005C",1,3,0,58,53,85,65,125,89,174,117,195,157,192,167,NA,19000,0,0,1
"0028006C",1,3,1,45,30,54,38,94,89,151,89,169,126,200,145,1,70000,2,0,1
"0028007C",1,3,0,29,34,50,43,81,70,140,113,170,145,194,165,1,1e+05,1,0,1
"0028008C",1,3,1,32,20,46,41,66,47,104,79,110,98,157,127,1,50000,0,0,1
"0028009C",1,3,1,34,28,48,40,107,84,141,111,182,151,199,162,1,56000,1,0,1
"0028010C",1,3,1,46,32,70,43,122,65,140,133,164,156,201,169,1,60000,2,0,1
"0028011C",1,3,0,32,26,48,32,77,63,107,74,126,103,186,145,1,40000,0,0,1
"0028012C",1,3,1,54,43,96,50,142,89,181,123,169,144,198,163,1,90000,2,0,1
"0028013C",1,3,1,34,29,56,52,108,87,166,113,182,144,202,165,1,60000,2,0,1
"0028014C",1,3,1,46,31,53,43,80,85,161,102,172,151,196,161,2,35000,0,0,1
"0029001C",1,3,0,34,19,34,25,64,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"0029002C",1,3,0,29,23,34,23,59,51,95,70,128,96,130,113,1,45000,0,0,0
"0029003C",1,3,0,23,22,34,27,51,54,111,97,NA,NA,175,119,1,32000,1,0,0
"0029004C",1,3,1,47,39,49,47,57,36,159,127,183,140,195,161,1,60000,1,0,0
"0029005C",1,3,1,35,30,51,47,NA,NA,NA,NA,NA,NA,NA,NA,4,40000,1,0,0
"0029006C",1,3,0,32,20,32,29,56,48,78,NA,124,118,131,151,1,37000,1,0,0
"0029007C",1,3,0,27,20,36,27,106,66,125,104,158,112,178,137,1,50000,1,0,0
"0029008C",1,3,1,28,25,40,31,65,54,NA,NA,NA,NA,NA,NA,1,52000,0,0,0
"0029009C",1,3,0,49,56,52,76,97,100,184,130,182,164,199,169,1,60000,1,0,0
"0029010C",1,3,1,29,23,49,33,78,53,NA,NA,NA,NA,NA,NA,2,40000,0,0,0
"0029012C",1,3,0,33,29,37,33,63,75,164,127,168,146,200,156,1,1e+05,1,0,0
"0029013C",1,3,0,27,20,41,30,76,41,148,89,180,136,189,141,1,92000,1,0,0
"0029014C",1,3,0,29,20,29,23,42,42,NA,65,NA,NA,NA,NA,NA,51000,1,0,0
"0029015C",1,3,1,37,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"0029016C",1,3,0,29,33,36,36,102,76,133,121,NA,NA,NA,NA,1,35000,1,0,0
"0029020C",1,3,1,104,49,152,72,144,84,181,150,195,151,205,160,1,120000,2,0,0
"0029021C",1,3,1,28,20,32,35,57,35,129,92,NA,NA,NA,NA,3,26000,0,0,0
"0029022C",1,3,0,25,15,29,19,38,30,70,60,90,91,92,118,1,650000,0,0,0
"0029023C",1,3,0,25,13,26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"0029024C",1,3,0,28,14,26,24,NA,NA,NA,NA,NA,NA,NA,NA,4,18000,1,0,0
"0032001C",1,2,0,46,29,59,44,NA,NA,NA,NA,NA,NA,NA,NA,1,120000,1,0,0
"0032002C",1,2,1,85,38,103,45,127,81,167,120,183,151,205,171,1,35000,1,0,0
"0032003C",1,2,1,39,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,1,NA,NA
"0032004C",1,2,0,27,22,39,30,65,49,NA,NA,NA,NA,NA,NA,1,55000,1,0,0
"0032006C",1,2,0,35,20,43,36,74,56,129,104,NA,NA,NA,NA,1,28000,1,0,0
"0032007C",1,2,0,47,45,59,54,101,87,NA,NA,NA,NA,NA,NA,4,35000,2,0,0
"0032008C",1,2,0,40,36,51,43,73,80,151,117,180,142,177,151,1,80000,2,0,0
"0032009C",1,2,1,35,22,44,27,85,41,NA,NA,NA,NA,NA,NA,1,40000,0,0,0
"0032010C",1,2,0,31,21,42,31,NA,NA,NA,NA,NA,NA,NA,NA,1,70000,1,0,0
"0032011C",1,2,1,27,14,37,24,47,47,98,75,NA,NA,NA,NA,3,12000,0,0,0
"0032012C",1,2,0,32,29,44,49,74,57,NA,NA,NA,NA,NA,NA,3,75000,1,0,0
"0032013C",1,2,1,31,22,46,32,76,55,125,89,NA,NA,NA,NA,1,29000,0,0,0
"0032014C",1,2,0,38,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,1,NA,NA
"0032015C",1,2,1,37,29,44,44,NA,NA,NA,NA,NA,NA,NA,NA,3,20000,0,0,0
"0032016C",1,2,0,35,23,NA,NA,NA,NA,131,106,NA,NA,NA,NA,1,17000,0,NA,0
"0032017C",1,2,0,32,20,38,25,64,49,125,104,147,115,152,147,NA,19000,0,0,0
"0032018C",1,2,0,30,21,46,39,NA,NA,NA,NA,NA,NA,NA,NA,1,90000,2,0,0
"0032019C",1,2,1,33,25,38,31,86,49,126,107,153,125,154,142,3,9000,0,0,0
"0032020C",1,2,0,39,21,34,24,NA,NA,NA,NA,NA,NA,NA,NA,2,125000,1,0,0
"0032021C",1,2,0,34,27,42,51,58,81,NA,NA,NA,NA,NA,NA,1,56000,0,0,0
"0032022C",1,2,0,24,15,32,22,42,30,76,75,NA,NA,145,129,1,45000,0,0,0
"0032023C",1,2,1,37,24,39,29,NA,NA,NA,NA,NA,NA,NA,NA,1,50000,1,0,0
"0032024C",1,2,0,43,29,58,33,94,61,147,103,158,121,NA,NA,1,21000,0,0,0
"0032025C",1,2,0,28,22,50,36,NA,NA,NA,NA,NA,NA,NA,NA,1,90000,2,0,0
"0033001C",1,2,1,34,19,42,26,61,47,116,81,NA,NA,NA,NA,1,130000,1,0,0
"0033002C",1,2,1,43,36,54,52,106,105,NA,NA,NA,NA,NA,NA,3,70000,2,0,0
"0033003C",1,2,1,31,26,35,31,76,60,144,99,144,134,171,137,1,162500,1,0,0
"0033004C",1,2,0,32,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68000,1,NA,0
"0033005C",1,2,0,28,22,36,31,91,65,129,102,166,147,187,161,1,70000,1,0,0
"0033006C",1,2,1,32,25,33,27,66,51,146,107,167,122,187,136,1,128000,1,0,0
"0033007C",1,2,0,32,21,39,32,88,55,126,72,155,116,NA,NA,4,1e+05,1,0,0
"0033008C",1,2,1,44,30,47,50,91,78,158,114,180,153,189,167,1,35000,1,0,0
"0033009C",1,2,0,25,26,28,31,99,70,143,105,172,125,186,136,1,90000,1,0,0
"0033010C",1,2,0,40,43,42,53,NA,NA,NA,NA,NA,NA,NA,NA,4,26500,1,0,0
"0033011C",1,2,1,30,22,37,45,82,55,145,132,154,154,196,163,1,110000,1,0,0
"0033012C",1,2,1,39,34,44,46,78,59,151,93,158,112,166,143,1,40000,0,0,0
"0033013C",1,2,0,24,20,33,33,65,43,161,87,165,98,NA,NA,1,47000,0,0,0
"0033014C",1,2,1,30,24,45,32,111,63,162,90,172,116,204,145,1,65000,0,0,0
"0033015C",1,2,1,48,38,52,45,136,78,173,131,182,142,206,161,1,93000,2,0,0
"0033016C",1,2,1,32,29,44,42,79,63,151,118,171,149,174,155,3,50000,1,0,0
"0033017C",1,2,0,30,15,40,27,69,64,119,95,148,122,179,156,1,90000,1,0,0
"0033018C",1,2,0,30,22,36,31,78,76,162,130,185,148,203,164,1,65000,1,0,0
"0033020C",1,2,1,35,28,46,45,83,81,145,141,167,142,187,168,1,55000,1,0,0
"0033021C",1,2,1,39,32,52,60,110,87,151,138,NA,NA,NA,NA,1,90000,1,0,0
"0033022C",1,2,0,27,20,33,28,38,37,91,62,127,106,162,135,1,60000,0,0,0
"0033024C",1,2,0,27,19,39,29,58,61,118,105,144,146,169,159,1,85000,1,0,0
"0034001C",1,1,1,42,32,66,61,NA,NA,NA,NA,NA,NA,NA,NA,2,40000,2,1,1
"0034002C",1,1,0,27,26,43,45,69,69,106,91,146,128,155,147,1,24000,0,1,1
"0034003C",1,1,1,25,19,46,40,99,65,147,118,NA,NA,NA,NA,3,10000,0,0,1
"0034004C",1,1,0,27,18,41,27,77,52,126,91,166,125,NA,NA,NA,32000,0,1,1
"0034005C",1,1,1,28,21,44,32,66,59,107,84,127,97,NA,NA,NA,55000,0,1,1
"0034006C",1,1,1,32,14,35,22,66,48,114,91,NA,NA,NA,NA,1,45000,2,1,1
"0034007C",1,1,0,31,20,45,50,82,63,NA,NA,NA,NA,NA,NA,3,17000,0,0,1
"0034008C",1,1,1,43,34,52,45,NA,NA,NA,NA,NA,NA,NA,NA,1,25000,0,0,1
"0034009C",1,1,0,32,20,42,32,78,52,110,103,124,128,NA,NA,4,22000,0,0,1
"0034010C",1,1,0,27,16,36,29,NA,NA,NA,NA,NA,NA,NA,NA,3,6765,0,0,1
"0034011C",1,1,0,30,19,43,21,NA,NA,NA,NA,NA,NA,NA,NA,3,8000,1,0,1
"0034012C",1,1,0,26,17,41,28,86,56,131,77,147,95,NA,NA,3,1000,1,0,1
"0034013C",1,1,1,26,24,48,43,73,57,106,82,NA,NA,NA,NA,3,6000,1,0,1
"0034014C",1,1,0,NA,NA,41,27,NA,NA,NA,NA,NA,NA,NA,NA,3,18000,1,0,1
"0034015C",1,1,1,33,19,44,28,66,40,104,70,NA,NA,NA,NA,4,17000,0,0,1
"0034016C",1,1,0,34,22,49,39,66,62,111,113,NA,NA,NA,NA,4,23900,0,1,1
"0034017C",1,1,1,25,16,43,23,39,26,78,49,NA,NA,NA,NA,3,11000,0,0,1
"0034018C",1,1,1,26,25,36,25,58,51,86,53,110,85,121,72,3,13000,0,0,1
"0034019C",1,1,1,46,30,56,33,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,1,0,1
"0034020C",1,1,0,35,30,54,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,1,0,1
"0034021C",1,1,1,30,19,44,32,NA,NA,NA,NA,NA,NA,NA,NA,1,18000,0,0,1
"0034022C",1,1,0,25,20,39,35,66,43,106,82,148,141,173,119,3,16500,0,0,1
"0034023C",1,1,1,44,30,51,37,88,56,153,89,181,119,182,124,3,12000,0,0,1
"0034024C",1,1,0,30,20,44,27,NA,NA,NA,NA,NA,NA,NA,NA,4,15000,1,0,1
"0034025C",1,1,1,41,26,51,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0035001C",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27000,0,0,1
"0035002C",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,109000,1,0,1
"0035003C",1,1,0,27,15,24,12,36,15,67,NA,NA,NA,NA,NA,3,15000,0,0,1
"0035004C",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46000,1,NA,1
"0035005C",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13000,0,0,1
"0035006C",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35000,1,NA,1
"0035007C",1,1,0,NA,NA,24,12,26,14,NA,NA,NA,NA,NA,NA,4,33000,1,0,1
"0035008C",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20000,0,0,1
"0035009C",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18000,0,1,1
"0035010C",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12000,0,NA,1
"0035011C",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19000,0,0,1
"0035012C",1,1,0,23,11,23,12,34,13,NA,NA,NA,NA,NA,NA,5,25000,2,0,1
"0036001C",1,1,0,36,22,36,27,71,59,90,78,NA,NA,NA,NA,1,30000,0,1,0
"0036002C",1,1,0,NA,14,NA,12,NA,21,71,42,67,60,NA,NA,1,40000,1,1,0
"0036003C",1,1,0,NA,14,NA,15,36,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"0036004C",1,1,0,24,19,26,20,77,70,105,136,144,155,116,165,1,19000,0,0,0
"0036005C",1,1,0,27,19,NA,NA,42,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0036006C",1,1,0,25,15,24,17,39,28,56,66,NA,NA,NA,NA,1,25000,1,0,0
"0036007C",1,1,0,27,19,33,24,66,63,126,111,146,143,169,155,1,55000,1,0,0
"0036008C",1,1,1,28,22,41,28,90,67,154,124,179,139,180,165,1,50000,1,0,0
"0036009C",1,1,1,29,24,48,38,88,61,NA,NA,NA,NA,196,159,1,55000,0,0,0
"0036010C",1,1,1,29,16,35,24,54,42,87,75,103,89,93,107,3,1,0,0,NA
"0036011C",1,1,1,28,20,35,24,84,56,106,59,142,90,142,94,4,65000,1,0,0
"0036012C",1,1,0,29,22,33,37,60,55,89,88,NA,NA,NA,NA,3,17400,0,0,0
"0036013C",1,1,1,32,21,36,19,48,34,121,61,NA,NA,NA,NA,1,70000,1,0,0
"0036014C",1,1,1,46,53,63,55,136,87,178,151,NA,NA,NA,NA,1,70000,0,0,0
"0036015C",1,1,1,28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,0,NA,NA
"0036016C",1,1,1,27,24,38,34,84,54,161,118,NA,NA,NA,NA,3,15000,0,0,0
"0036017C",1,1,1,31,22,49,33,NA,NA,137,129,NA,NA,NA,NA,3,17000,0,0,0
"0036018C",1,1,1,36,32,42,48,74,68,126,109,144,141,150,140,2,68000,1,0,0
"0036019C",1,1,0,23,20,24,12,31,19,53,36,NA,NA,NA,NA,2,35000,1,0,0
"0036020C",1,1,0,40,24,38,31,63,54,NA,NA,NA,NA,NA,NA,1,15000,0,0,0
"0036021C",1,1,0,25,13,32,26,67,53,115,90,NA,NA,NA,NA,3,8800,0,0,0
"0036022C",1,1,0,23,16,26,18,38,22,103,55,NA,NA,NA,NA,1,9600,0,1,0
"0036023C",1,1,1,27,23,40,31,63,48,167,108,171,131,174,150,3,20000,0,0,0
"0036024C",1,1,1,26,19,31,25,NA,NA,103,60,NA,NA,NA,NA,1,10000,0,0,0
"0036040C",NA,NA,0,NA,NA,NA,NA,85,72,147,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0037001C",1,1,0,31,30,50,49,67,73,104,105,150,130,175,142,3,15000,0,0,1
"0037002C",1,1,0,34,34,54,46,73,81,NA,NA,NA,NA,NA,NA,1,55000,0,0,1
"0037003C",1,1,0,30,25,47,30,96,55,124,71,NA,NA,NA,NA,NA,NA,NA,1,1
"0037004C",1,1,0,38,27,44,30,59,46,75,70,89,86,NA,95,3,4000,0,0,1
"0037005C",1,1,1,46,33,65,54,126,70,125,97,149,141,NA,NA,1,16000,0,0,1
"0037006C",1,1,1,30,15,41,24,51,41,105,76,NA,NA,158,132,3,5900,0,0,1
"0037007C",1,1,0,26,14,31,18,44,34,82,58,NA,NA,NA,NA,1,64000,1,0,NA
"0037008C",1,1,1,27,18,45,28,65,43,107,76,120,108,161,124,3,4000,0,0,1
"0037009C",1,1,0,35,40,48,35,NA,NA,NA,NA,NA,NA,NA,NA,4,25000,0,0,1
"0037010C",1,1,0,43,38,57,42,118,69,122,92,NA,NA,NA,NA,1,40000,1,0,1
"0037011C",1,1,0,29,20,37,26,48,36,68,76,NA,NA,NA,NA,1,30000,0,0,1
"0037012C",1,1,0,NA,17,NA,29,NA,56,93,92,NA,NA,NA,NA,3,7300,1,1,1
"0037013C",1,1,1,NA,21,39,32,NA,NA,103,78,NA,NA,NA,NA,3,6000,0,1,1
"0037014C",1,1,0,27,18,42,31,73,68,93,86,125,122,166,156,1,10000,1,0,1
"0037015C",1,1,1,29,21,43,22,69,51,NA,NA,NA,NA,NA,NA,3,40000,0,0,1
"0037016C",1,1,0,29,13,32,25,71,64,104,78,126,112,164,129,1,40000,1,0,1
"0037017C",1,1,0,35,25,50,44,68,56,NA,NA,NA,NA,NA,NA,1,50000,0,0,1
"0037018C",1,1,0,31,27,49,35,86,64,111,93,147,132,177,145,1,14000,0,0,1
"0037019C",1,1,0,28,14,37,21,51,42,87,76,NA,NA,NA,NA,3,9000,0,0,1
"0037020C",1,1,0,39,18,43,29,92,44,122,82,NA,NA,NA,NA,3,12000,0,0,1
"0037021C",1,1,1,43,33,58,49,88,65,165,126,166,153,190,167,5,12000,1,0,1
